ARTIST NAME,NATIONALITY,BIRTH_YEAR,DEATH_YEAR,OBJECT_TITLE,OBJECT_DATE,MEDIUM,ACCESSION_NUMBER,ACCESSION_YEAR,STATUS,,,,,
Pierre Bonnard,French,1867,1947,The Green Blouse,1919,Oil on canvas,63.64,1963,On view in Gallery 828,,,,,
Pierre Bonnard,French,1867,1947,The Family of Claude Terrasse,1899,Oil on canvas,65.25,1965,On view in Gallery 828,,,,,
Pierre Bonnard,French,1867,1947,The Family of Claude Terrasse,1899,Oil on canvas,65.25,1965,On view in Gallery 828,,,,,
Pierre Bonnard,French,1867,1947,From the Balcony,1909,Oil on canvas,66.65.1,1966,On view in Gallery 828,,,,,
Pierre Bonnard,French,1867,1947,The Terrace at Vernonnet,1939,Oil on canvas,68.1,1968,On view in Gallery 828,,,,,
Pierre Bonnard,French,1867,1947,The Seine at Vernon,1925,Oil on canvas,1976.201.30,1976,Not on view,,,,,
Pierre Bonnard,French,1867,1947,Woman with Mimosa,1924,Oil on canvas,1978.264.8,1978,Not on view,,,,,
Pierre Bonnard,French,1867,1947,"View of The Old Port, Saint-Tropez",1911,Oil on canvas,1984.433.1,1984,On view in Gallery 828,,,,,
Pierre Bonnard,French,1867,1947,Village Scene/ Grasse,1912,Oil on canvas,1984.433.2,1984,On view in Gallery 828,,,,,
Pierre Bonnard,French,1867,1947,The Dressing Room,1914,Oil on canvas,1984.433.3,1984,On view in Gallery 828,,,,,
Pierre Bonnard,French,1867,1947,Morning in the Garden at Vernonnet,1917,Oil on canvas,1984.433.4,1984,On view in Gallery 828,,,,,
Pierre Bonnard,French,1867,1947,Pink Bouquet,1930,Oil on canvas,"1,993.295",1993,Not on view,,,,,
Pierre Bonnard,French,1867,1947,The Checkered Tablecloth,1916,Oil on canvas,1998.412.1,1998,On view in Gallery 828,,,,,
Pierre Bonnard,French,1867,1947,The Children's Meal,1895,Oil on cardboard/ mounted on wood,1999.180.1,1999,Not on view,,,,,
Pierre Bonnard,French,1867,1947,Street Scene/ Place Clichy,1895,Oil on cardboard,1999.363.4,1999,On view in Gallery 904,,,,,
Pierre Bonnard,French,1867,1947,After the Bath,1910,Oil on canvas,1999.363.5,1999,On view in Gallery 905,,,,,
Pierre Bonnard,French,1867,1947,The Dining Room/ Vernonnet,1916,Oil on canvas,1999.363.6,1999,On view in Gallery 905,,,,,
Pierre Bonnard,French,1867,1947,Basket of Bananas,1926,Oil on canvas,1999.363.7,1999,Not on view,,,,,
Pierre Bonnard,French,1867,1947,Poppies in a Vase,1926,Oil on canvas,1999.363.8,1999,Not on view,,,,,
Pierre Bonnard,French,1867,1947,Le Port de Cannes,1935,Gouache and watercolor on paper,2002.456.21,2002,Not on view,,,,,
Pierre Bonnard,French,1867,1947,Garden,1935,Oil on canvas,2003.20.16,2003,On view in Gallery 823,,,,,
Pierre Bonnard,French,1867,1947,Seated Nude,1919,Oil on canvas,"2,013.638",2013,On view in Gallery 913,,,,,
Pierre Laprade,French,1875,1931,Woman Sewing,1926,Oil on canvas,67.187.78,1967,Not on view,,,,,
Pierre Matisse,American,1900,1989,Nature morte au coffret [Copy after Chardin painting],1920,Oil on canvas,2002.456.146,2002,Not on view,,,,,
Piet Mondrian,Dutch,1872,1944,Windmill with Summerhouse II,1906,Oil on paper mounted on cardboard,1991.427.2,1991,Not on view,,,,,
Piet Mondrian,Dutch,1872,1944,Composition,1921,Oil on canvas,1999.363.57,1999,On view in Gallery 912,,,,,
Pietro Annigoni,Italian,1910,1988,Gulliver (Portrait of the Artist,1956,Oil and tempera on wood,58.5,1958,Not on view,,,,,
Preston Dickinson,American,1889,1930,Still Life,1924,Oil on composition board,54.184.2,1954,Not on view,,,,,
Preston Dickinson,American,1889,1930,Interior,1924,Oil on canvas,"1,971.126",1971,Not on view,,,,,
Preston Dickinson,American,1889,1930,Vase of Flowers,1926,Oil on canvas,1995.547.3,1995,Not on view,,,,,
Priscilla Roberts,American,1916,2001,Plumage,1948,Oil on Masonite,50.45.1,1950,Not on view,,,,,
Priscilla Roberts,American,1916,2001,Carpet Bag Days,1952,Oil on Masonite,53.17,1953,Not on view,,,,,
Priscilla Roberts,American,1916,2001,Letters,1956,Oil on canvas,57.87,1957,Not on view,,,,,
Priscilla Roberts,American,1916,2001,Still Life,1938,Oil on wood,66.115,1966,Not on view,,,,,
R.B. Kitaj,American,1932,2007,Shanghai Gestures,1968,Oil on canvas,"1,982.516",1982,Not on view,,,,,
R.B. Kitaj,American,1932,2007,John Ford on His Deathbed,1983,Oil on canvas,"1,986.4",1986,Not on view,,,,,
R.B. Kitaj,American,1932,2007,Moonlightist,1998,Oil on canvas,"2,004.487",2004,Not on view,,,,,
Rackstraw Downes,American,1939,Null,IRT Elevated Station at Broadway and 125th Street,1981,Oil on canvas,"1,984.93",1984,Not on view,,,,,
Rackstraw Downes,American,1939,Null,Lincolnville Beach,1977,Oil on canvas,"2,003.449",2003,Not on view,,,,,
Rackstraw Downes,American,1939,Null,The Cotton Club From Under the Viaduct at Riverside Drive and St. Clair Place,2003,Oil on canvas,"2,005.233",2005,Not on view,,,,,
Radcliffe Bailey,American,1968,Null,Untitled,2005,Mixed media on wood,"2,012.55",2012,Not on view,,,,,
Radcliffe Bailey,American,1968,Null,Untitled,2005,Mixed media on wood,"2,012.55",2012,Not on view,,,,,
Rafael Ferrer,American,1933,Null,Traitor Series/ Number 2,1979,Oil pastel on paper,"1,980.148",1980,Not on view,,,,,
Rafael Ferrer,American,1933,Null,Remembrance of an Afternoon on the Way,1983,Oil on canvas,"1,983.253",1983,Not on view,,,,,
Rafael Ferrer,American,1933,Null,Merengue en Boca Chica,1983,Oil on canvas,"1,984.2",1984,Not on view,,,,,
Rafael Ferrer,American,1933,Null,Abstract,1998,Oil on canvas,"2,000.607",2000,Not on view,,,,,
Ralph Fasanella,American,1914,1997,S. Klein,1949,Oil on canvas mounted on Masonite,"2,001.518",2001,Not on view,,,,,
Ralph Hamilton,American,1946,Null,Fay Chandler,1983,Oil on mat board,"1,985.71",1985,Not on view,,,,,
Ralph Mayer,American,1895,1979,Williamsburg,1939,Oil on canvas,1983.86.2,1983,Not on view,,,,,
Ralph Rosenborg,American,1913,1992,Landscape: Land of the American Indian,1941,Oil on canvas,1984.310.6,1984,Not on view,,,,,
Ralston Crawford,American,1906,1978,New Orleans/ Number 10,1958,Oil on canvas,"1,991.395",1991,Not on view,,,,,
Randall Deihl,American,1946,Null,Sweets,1980,Oil on Masonite,"1,988.52",1988,Not on view,,,,,
Randall Schmit,American,1955,Null, Visitation,1988,"Acrylic,oil,wax crayon,and metallic spray paint on canvas","1,988.314",1988,Not on view,,,,,
Randall Schmit,American,1955,Null,Visitation,1988,Acrylic/ oil/ wax crayon/ and metallic spray paint on canvas,"1,988.314",1988,Not on view,,,,,
Randy Dudley,American,1950,Null,Verifying Dissonant Statistics,1981,Oil on canvas,1983.123.1,1983,Not on view,,,,,
Raoul Dufy,French,1877,1953,The Lighthouse at Honfleur,1928,Oil on canvas,67.187.65,1967,Not on view,,,,,
Raoul Dufy,French,1877,1953,Model in the Artist's Studio,1928,Oil on canvas,67.187.66,1967,Not on view,,,,,
Raoul Dufy,French,1877,1953,Dusk at La Baie des Anges/ Nice,1932,Oil on canvas,67.187.67,1967,Not on view,,,,,
Raphael Soyer,American,1899,1987,Girl in White Blouse,1932,Oil on canvas,33.107,1933,Not on view,,,,,
Raphael Soyer,American,1899,1987,Sleeping Girl,1947,Oil on canvas,48.31.1,1948,Not on view,,,,,
Raphael Soyer,American,1899,1987,Portrait of Mina,1932,Oil on canvas,54.143.6,1954,Not on view,,,,,
Raphael Soyer,American,1899,1987,Hugo Kastor (1887-1956),1957,Oil on canvas,57.145,1957,Not on view,,,,,
Raphael Soyer,American,1899,1987,Two Girls,1931,Oil on canvas,67.187.169,1967,Not on view,,,,,
Raphael Soyer,American,1899,1987,Nocturne,1935,Oil on canvas,67.187.170,1967,Not on view,,,,,
Raphael Soyer,American,1899,1987,The Artist's Parents,1932,Oil on canvas,"1,979.55",1979,Not on view,,,,,
Raphael Soyer,American,1899,1987,José de Creeft (1884-1982),1980,Oil on canvas,"1,984.541",1984,Not on view,,,,,
Raphael Soyer,American,1899,1987,Dora and Sol Wilson,1974,Oil on canvas,"1,985.231",1985,Not on view,,,,,
Raphael Soyer,American,1899,1987,Self-Portrait,1930,Oil on canvas,"1,996.451",1996,Not on view,,,,,
Rashid Rana,Pakistani,1968,Null,Untitled (2,1992,Graphite on gesso on wood fiber composite board/ coated with synthetic resin,2013.261a/ b,2013,Not on view,,,,,
Raymond Breinin,American,1910,2000,The Night,1942,Gum/ oil/ and tempera on Masonite,42.162,1942,Not on view,,,,,
Raymond Parker,American,1922,1990,Untitled,1959,Oil on canvas,1973.214.3,1973,Not on view,,,,,
Raymond Parker,American,1922,1990,Untitled,1959,Oil on canvas,1973.214.3,1973,Not on view,,,,,
Raymond Saunders,American,1934,Null,Something about Something,1963,Oil and charcoal on canvas,"1,994.366",1994,Not on view,,,,,
Red Grooms,American,1937,Null,Chance Encounter at 3 A.M.,1984,Oil on canvas,"1,984.194",1984,Not on view,,,,,
Red Grooms,American,1937,Null,Our Terrace,1961,Oil on canvas,1994.35.2,1994,Not on view,,,,,
Red Grooms,American,1937,Null,Ryder's Room,1991,Painted wooden box construction: acrylic/ papier-mâché/ cut and pasted wood/ canvas/ cotton mesh/ rubber/ cotton/ and metal coil,"1,997.401",1997,Not on view,,,,,
Red Grooms,American,1937,Null,Deco Tango,1962,Oil on aluminum,"1,999.229",1999,Not on view,,,,,
Red Grooms,American,1937,Null,Derain and Poiret,1998,Oil on canvas/ with cut and painted cardboard collage elements and painted wooden frame,"2,007.314",2007,Not on view,,,,,
Reginald Marsh,American,1898,1954,The Bowery,1930,Tempera on Masonite,32.81.2,1932,On view in Gallery 746,,,,,
Reginald Pollack,American,1924,2001,Interior,1958,Oil on canvas,"1,993.432",1993,Not on view,,,,,
Reginald Wilson,American,1909,1993,Country Store,1939,Gouache on paper,43.47.11,1943,Not on view,,,,,
Reginald Wilson,American,1909,1993,Horse and Buggy,Null,Oil on canvas,43.47.2,1943,Not on view,,,,,
Remo Farruggio,American,1906,1981,Basin Street,1938,Oil on canvas,43.47.1,1943,Not on view,,,,,
Remo Farruggio,American,1906,1981,Still Life,1952,Casein on composition board,53.42,1953,Not on view,,,,,
René Buthaud,French,1886,1986,Study for Athlete Motif on a Monumental Urn,1937,Gouache/ charcoal/ graphite on paper (backed with fabric,"2,011.97",2011,Not on view,,,,,
René Magritte,Belgian,1898,1968,The Eternally Obvious,1948,Oil on canvas/ laid on board,2002.456.12a-e,2002,On view in Gallery 913,,,,,
Rex Lau,American,1947,Null,"Is There Anything to be Frightened of Miss Alice? ""Always.""",1981,Oil on canvas,1982.26.1,1982,Not on view,,,,,
Richard Anuszkiewicz,American,1930,Null,"Winter, Summer Reds",1973,Acrylic on canvas,"1,981.191",1981,Not on view,,,,,
Richard Artschwager,American,1923,2013,Men's Dormitory,1966,Acrylic on cardboard,"1,989.81",1989,On view in Gallery 925,,,,,
Richard Artschwager,American,1923,2013,Bread,1966,Acrylic on chip board with artist-made metal frame,2006.32.3,2006,Not on view,,,,,
Richard Blow,American,1904,1983,The Painter,1938,Oil on Masonite,38.101.1,1938,Not on view,,,,,
Richard Bosman,Australian,1944,Null,Capsized,1982,Oil on canvas,"1,983.198",1983,Not on view,,,,,
Richard Chiriani,American,1942,Null,Morning in the Cleveland Flats,1979,Alkyd on canvas mounted on composition board,"1,985.429",1985,Not on view,,,,,
Richard Clarke,British,1955,Null,The Acts of Desmond Tutu,1987,Tempera/ oil/ and gold paint on wood,"1,988.6",1988,Not on view,,,,,
Richard Diebenkorn,American,1922,1993,Ocean Park (Number 30,1970,Oil on canvas,"1,972.126",1972,Not on view,,,,,
Richard Diebenkorn,American,1922,1993,"Reclining Nude, Pink Stripe",1962,Oil on canvas,"2,001.664",2001,Not on view,,,,,
Richard Haas,American,1936,Null,"82nd Street, Metropolitan",1973,Gouache and colored pencils on cardboard,"1,978.267",1978,Not on view,,,,,
Richard Hamilton,British,1922,2011,Polaroid Portraits/ Vol. 2,1981,Book containing one original self portrait color Polaroid with gouache,"2,000.399",2000,Not on view,,,,,
Richard Hennessy,American,1941,Null,24 April 75,1975,Oil on canvas,"1,975.307",1975,Not on view,,,,,
Richard Pousette-Dart,American,1916,1992,Untitled,1976,Oil and graphite on paper,"1,978.26",1978,Not on view,,,,,
Richard Pousette-Dart,American,1916,1992,Presence/ Ramapo Horizon,1975,Acrylic on canvas,"1,982.68",1982,Not on view,,,,,
Richard Pousette-Dart,American,1916,1992,Path of the Hero,1950,Acrylic on canvas,"1,987.3",1987,Not on view,,,,,
Richard Pousette-Dart,American,1916,1992,Undulation Series,1941,Gouache/ watercolor/ and ink on paper,1991.476.1,1991,Not on view,,,,,
Richard Pousette-Dart,American,1916,1992,Seasons of Light,1942,Gouache/ watercolor/ and ink on paper,1991.476.2,1991,Not on view,,,,,
Richard Pousette-Dart,American,1916,1992,Untitled,1952,Watercolor/ gouache/ and ink on paper,"1,993.416",1993,Not on view,,,,,
Richard Pousette-Dart,American,1916,1992,Symphony No. 1/ The Transcendental,1941,Oil on canvas,"1,996.367",1996,On view in Gallery 913,,,,,
Richard Pousette-Dart,American,1916,1992,East River,1939,Oil on Masonite,"2,005.483",2005,Not on view,,,,,
Richard Pousette-Dart,American,1916,1992,Untitled,1940,Ink/ watercolor/ and gouache on paper,"2,009.212",2009,Not on view,,,,,
Richard Smith,British,1931,Null,Night Rider,1970,Acrylic/ graphite/ and polyurethane on canvas,1978.570.2,1978,Not on view,,,,,
Richard Upton,American,1931,Null,Cortona/ Italy,1989,Oil on particle board/ mounted on board/ with artist made frame,2013.200.1,2013,Not on view,,,,,
Richard Upton,American,1931,Null,"P 93, 1 Italian Landscape/Cortona",1989,Oil on particle board/ mounted on board/ with artist-made frame,2013.200.2,2013,Not on view,,,,,
Richard Yelle,American,1951,Null,Elegant,1991,Glass/ oil /wax/ paint/ graphite/ and barbed wire,"1,992.292",1992,Not on view,,,,,
Richmond Burton,American,1960,Null,Sapphire Skin,1993,Oil and graphite on canvas,1993.417a-c,1993,Not on view,,,,,
Rico Lebrun,American,1900,1964,The Bull Ring,1943,Oil and tempera on canvas,44.160.3,1944,Not on view,,,,,
Robert Beauchamp,American,1923,1995,Nine Figures,1960,Oil on paper/ mounted on wood,1978.570.1,1978,Not on view,,,,,
Robert Beauchamp,American,1923,1995,Harpies,1961,Oil on canvas,"1,995.515",1995,Not on view,,,,,
Robert Bordo,American,1949,Null,Coast (Columbus,1987,Oil on canvas,"1,988.5",1988,Not on view,,,,,
Robert Brackman,American,1898,1980,Sailor's Holiday,1945,Oil on canvas,50.9,1950,Not on view,,,,,
Robert Colescott,American,1925,2009,Knowledge of the Past Is the Key to the Future: Some Afterthoughts on Discovery,1986,Acrylic on canvas,"1,987.166",1987,Not on view,,,,,
Robert Cottingham,American,1935,Null,m,1996,Oil on canvas,"1,999.446",1999,Not on view,,,,,
Robert Courtright,American,1926,2012,Untitled (CXXXII,1978,Cut and pasted papers mounted on wood,"1,980.313",1980,Not on view,,,,,
Robert Cumming,American,1943,Null,Burning Box,1990,Oil on canvas,"1,991.104",1991,Not on view,,,,,
Robert De Niro,American,1922,1993,Self-Portrait,1951,Oil on canvas,2006.32.47,2006,Not on view,,,,,
Robert Delaunay,French,1885,1941,Stage Design for Cleopatra,1918,Watercolor/ gouache/ metallic paint/ and graphite on paper,2007.49.35,2007,Not on view,,,,,
Robert Gober,American,1954,Null,Untitled,1985,Graphite and gouache on paper,"1,995.544",1995,On view in Gallery 916,,,,,
Robert Goodnough,American,1917,2010 ,Relation 201,1968,Oil on canvas,69.272.1,1969,Not on view,,,,,
Robert Goodnough,American,1917,2010 ,Victory of Anghiari,1967,Oil and liquitex on canvas,69.272.2,1969,Not on view,,,,,
Robert Goodnough,American,1917,2010 ,Untitled,1947,Oil on paper,"1,978.453",1978,Not on view,,,,,
Robert Goodnough,American,1917,2010 ,Secondary Blocks,1965,Gouache on paper,1978.567.2,1978,Not on view,,,,,
Robert Goodnough,American,1917,2010 ,Landscape,1952,Oil on canvas,2006.32.19a/ b,2006,Not on view,,,,,
Robert Greene,American,1953,Null,Lace,1985,Oil on wood,"1,986.7",1986,Not on view,,,,,
Robert Guinan,American,1934,Null,The Intruder,1967,Oil on canvas,"1,987.374",1987,Not on view,,,,,
Robert Harms,American,1962,Null,A Pond in the Woods,1990,Oil on canvas,"1,995.159",1995,Not on view,,,,,
Robert Helm,American,1943,2008,Thursday,1984,Oil and gesso on ash-laminated wood,"1,984.375",1984,Not on view,,,,,
Robert Jessup,American,1952,Null,St. Christopher,1985,Oil on canvas,"1,985.428",1985,Not on view,,,,,
Robert Kulicke,American,1924,2007,Untitled,1963,Oil on canvas board,1978.567.4,1978,Not on view,,,,,
Robert Kushner,American,1949,Null,Petunias and Salvia,1988,Oil/ silver leaf/ glitter/ and wallpaper on canvas,"1,991.72",1991,Not on view,,,,,
Robert Lowe,British,1955,Null,Untitled,1985,Acrylic on Masonite,"1,985.394",1985,Not on view,,,,,
Robert Mason,British,1946,Null,Self-Portrait (The Mirror),1988,Photograph transfer and oil on canvas,"1,988.216",1988,Not on view,,,,,
Robert Motherwell,American,1915,1991,La Danse/ II,1952,Oil on canvas,53.94,1953,Not on view,,,,,
Robert Motherwell,American,1915,1991,Elegy to the Spanish Republic/ 70,1961,Oil on canvas,65.247,1965,Not on view,,,,,
Robert Motherwell,American,1915,1991,Open Number 19 (Blue,1968,Polymer paint and charcoal on canvas,69.277.1,1969,Not on view,,,,,
Robert Motherwell,American,1915,1991,Open Number 35 (Raw Umber,1968,Polymer paint and charcoal on canvas,69.277.2,1969,Not on view,,,,,
Robert Motherwell,American,1915,1991,Open Number 37 (in orange with charcoal line,1968,Polymer paint and charcoal on canvas,69.277.3,1969,Not on view,,,,,
Robert Motherwell,American,1915,1991,The Homely Protestant,1948,Oil and tempura on composition board,"1,987.6",1987,Not on view,,,,,
Robert Motherwell,American,1915,1991,Elegy to the Spanish Republic/ No. 35,1954,Oil and Magna on canvas,2006.32.46,2006,On view in Gallery 920,,,,,
Robert Natkin,American,1930,2010,Bern Series,1983,Acrylic on canvas,"1,983.351",1983,Not on view,,,,,
Robert Philipp,American,1895,1981,Rochelle at the Window,1954,Oil on canvas,54.11,1954,Not on view,,,,,
Robert Ranieri,American,1930,Null,Ship,1957,Watercolor and gouache on paper,67.31.10,1967,Not on view,,,,,
Robert Rauschenberg,American,1925,2008,Winter Pool,1959,Combine painting: oil/ paper/ fabric/ wood/ metal/ sandpaper/ tape/ printed paper/ printed reproductions/ handheld bellows/ and found painting/ on two canvases/ with ladder,2005.390a-c,2005,On view in Gallery 923,,,,,
Robert Rauschenberg,American,1925,2008,Winter Pool,1959,Combine painting: oil/ paper/ fabric/ wood/ metal/ sandpaper/ tape/ printed paper/ printed reproductions/ handheld bellows/ and found painting/ on two canvases/ with ladder,2005.390a-c,2005,On view in Gallery 923,,,,,
Robert Rauschenberg,American,1925,2008,Vow/ (Jammer,1976,Sewn fabric and rattan pole,2013.594a/ b,2013,Not on view,,,,,
Robert Rauschenberg,American,1925,2008,Bande de Sureté / Twin City / Nipples (Cardboard,1971,Cardboard,2013.595a/ b,2013,Not on view,,,,,
Robert Ryman,American,1930,Null,Versions IV,1991,Oil and graphite on acrylic resin sheet with embedded fiberglass (Lumasite) and wax paper,"2,013.517",2013,On view in Gallery 915,,,,,
Robert Swain,American,1940,Null,For Tony's Jane,1979,Acrylic on canvas,"1,982.12",1982,Not on view,,,,,
Robert Vickrey,American,1926,2011,Corner Bedroom,1966,Egg tempera on Masonite,67.164,1967,Not on view,,,,,
Robert Wilson,American,1941,Null,The Magic Flute/ Act I/ Scene VI,1991,Charcoal and oil pastel on paper,1993.258.1,1993,Not on view,,,,,
Robert Wilson,American,1941,Null,"The Magic Flute, Act I, Scene XV",1991,"Charcoal,oil pastel, and graphite on paper",1993.258.2,1993,Not on view,,,,,
Robert Wilson,American,1941,Null,The Magic Flute/ Act I/ Scene XV,1991,Charcoal/ oil pastel/ and graphite on paper,1993.258.2,1993,Not on view,,,,,
Robert Wilson,American,1941,Null,The Magic Flute/ Act II/ Scene 29,1991,Charcoal/ pastel/ and oil pastel on paper,1993.258.4,1993,Not on view,,,,,
Roberto Juarez,American,1952,Null,Egg Fountain,1986,Acrylic and charcoal on canvas,"1,987.234",1987,Not on view,,,,,
Roberto Matta,Chilean,1911,2002,Untitled,1949,Oil on canvas,1994.396a/ b,1994,Not on view,,,,,
Roberto Matta,Chilean,1911,2002,Being With (Être Avec,1946,Oil on canvas,"2,003.27",2003,Not on view,,,,,
Roberto Parodi,Mexican,1957,Null,Boat and Oar,1988,Oil on canvas,1990.189.2,1990,Not on view,,,,,
Robin Winters,American,1950,Null,Television Robot,1971,Gouache and ink on paper,1988.258.1,1988,Not on view,,,,,
Robin Winters,American,1950,Null,Untitled (Drummer on Grey Ground,1974,Watercolor/ gouache and graphite on paper,1988.258.2,1988,Not on view,,,,,
Rockwell Kent,American,1882,1971,Winter/ Monhegan Island,1907,Oil on canvas,17.48.2,1912,On view in Gallery 769,,,,,
Rockwell Kent,American,1882,1971,Berkshire Winter,1909,Oil on canvas,"1,978.564",1978,Not on view,,,,,
Rodrigo Moynihan,British,1910,1990,Sitting Nude and Reflected Painter (Self-Portrait),1983,Oil on canvas,"1,985.94",1985,Not on view,,,,,
Roger Brown,American,1941,1997,The Modern Story of Life:  A Civics Diatribe,1982,Oil on canvas,"1,983.87",1983,Not on view,,,,,
Roger de la Fresnaye,French,1885,1925 ,Georges de Miré,1910,Oil on canvas,62.261,1962,Not on view,,,,,
Roger de la Fresnaye,French,1885,1925 ,Artillery,1911,Oil on canvas,"1,991.397",1991,On view in Gallery 908,,,,,
Roger de la Fresnaye,French,1885,1925 ,Still Life with a Diabolo,1914,Oil on canvas,"2,002.24",2002,Not on view,,,,,
Roger Eliot Fry,British,1866,1934,Gabrielle Soëne,1919,Oil on canvas,59.132,1959,Not on view,,,,,
Rollin Crampton,American,1886,1970,Untitled,1950,Oil on canvas,69.299,1969,Not on view,,,,,
Romare Bearden,American,1911,1988,The Block,1971,Cut and pasted printed/ colored and metallic papers/ photostats/ graphite/ ink marker/ gouache/ watercolor/ and ink on Masonite,1978.61.1-6,1978,Not on view,,,,,
Romare Bearden,American,1911,1988,"Maquette for tapestry/ ""Recollection Pond""",1976,Cut and pasted painted and printed papers/ watercolor/ gouache/ ink marker/ and graphite on paper,1996.551.2,1996,Not on view,,,,,
Romare Bearden,American,1911,1988,"Untitled (from the ""Iliad"" series)",1948,Watercolor and gouache on paper,"2,009.167",2009,Not on view,,,,,
Ron Gorchov,American,1930,Null,Untitled #3,1973,Oil on canvas,"1,978.154",1978,Not on view,,,,,
Ron Janowich,American,1948,Null,Johanna,1985,Oil on canvas,1986.230.3,1986,Not on view,,,,,
Ronald Bladen,American,1918,1988,Untitled/ Number 11,1956,Oil on Masonite,"1,989.177",1989,Not on view,,,,,
Ronald Tizard,New Zealander,1908,2000,Farms on Melrose Road/ Auckland/ New Zealand,1945,Oil on presswood,45.159.2,1945,Not on view,,,,,
Ronnie Elliott,American,1910,1982,Collage Number 22,1947,Gouache/ cut and pasted fabrics on paper,"1,982.51",1982,Not on view,,,,,
Ronnie Landfield,American,1947,Null,From Portal to Paradise,1982,Acrylic on canvas,1983.78.1,1983,Not on view,,,,,
Ronnie Landfield,American,1947,Null,From Portal to Paradise,1982,Acrylic on canvas,1983.78.1,1983,Not on view,,,,,
Rosalie Gascoigne,Australian,1917,1999,First Fruits,1991,Torn and painted tar paper adhered to plywood,1992.344.13,1992,Not on view,,,,,
Rosemarie Trockel,German,1952,Null,Untitled,1984,Watercolor and gouache on paper,"1,986.389",1986,Not on view,,,,,
Roy Lichtenstein,American,1923,1997,Stepping Out,1978,Oil and Magna on canvas,"1,980.42",1980,On view in Gallery 924,,,,,
Royce Howes,American,1950,Null,Untitled,1986,Oil on wood,1986.384.2,1986,Not on view,,,,,
Ruben Ortiz,Mexican,1964,Null,Self-Portrait with Disaster and the Earth Trembles in its Center!,1985,Oil and tempera on wood,1990.189.1,1990,Not on view,,,,,
Rudolf Ray,American,1891,1985,Number 34,1968,Oil/ chalk/ and gravel on Masonite,"1,987.38",1987,Not on view,,,,,
Rufino Tamayo,Mexican,1899,1991,Children's Games,1959,Oil on canvas,"1,983.208",1983,Not on view,,,,,
Rufino Tamayo,Mexican,1899,1991,The White Fruit Bowl,1938,Oil on canvas,1991.129.6,1991,Not on view,,,,,
Rufino Tamayo,Mexican,1899,1991,Torso of a Man,1969,Oil and sand on canvas,"1,994.395",1994,Not on view,,,,,
Russell B. Aitken,American,1910,2002,Study for Hercules and the Amazons,1939,Gouache on paperboard,"2,014.542",2014,Not on view,,,,,
Sabina Ott,American,1955,Null,Book of Hours: Winter,1985,Oil on canvas,1985.257ab,1985,Not on view,,,,,
Sabina Ott,American,1955,Null,Book of Hours: 1890,1984,Oil on canvas,1988.218a-c,1988,Not on view,,,,,
Salle Werner Vaughn,American,1939,Null,Plato's Veil,1981,Oil on canvas,"1,990.143",1990,Not on view,,,,,
Salle Werner Vaughn,American,1939,Null,Plato's Veil,1981,Oil on canvas,"1,990.143",1990,Not on view,,,,,
Salle Werner Vaughn,American,1939,Null,The Visitation,1981,Oil on canvas,"1,990.145",1990,Not on view,,,,,
Sally Hazelet Drummond,American,1924,Null,A Place To Watch,1973,Oil on canvas,"1,974.189",1974,Not on view,,,,,
Sally Heywood,British,1964,Null,Porthleven,1988,Oil on cardboard,1989.353.2,1989,Not on view,,,,,
Sally M. Avery,American,1905,2003,Artist at Rest,1963,Oil on canvas board,"1,990.202",1990,Not on view,,,,,
Salvador Dalí,Spanish,1904,1989,Crucifixion (Corpus Hypercubus,1954,Oil on canvas,55.5,1955,On view in Gallery 913,,,,,
Salvador Dalí,Spanish,1904,1989,Madonna,1958,Oil on canvas,"1,987.465",1987,Not on view,,,,,
Salvador Dalí,Spanish,1904,1989,Bathers at the Beach,1939,Ink/ gouache/ colored pencils and graphite on illustration board,1994.591.2,1994,Not on view,,,,,
Salvador Dalí,Spanish,1904,1989,Bathers at the Beach,1939,Ink/ gouache/ colored pencils and graphite on illustration board,1994.591.2,1994,Not on view,,,,,
Salvador Dalí,Spanish,1904,1989,"Study for ""Vogue"" cover",1944,Ink/ gouache/ watercolor and graphite on cut and pasted papers,1994.591.4,1994,Not on view,,,,,
Salvador Dalí,Spanish,1904,1989,The Accommodations of Desire,1929,Oil and cut pasted printed paper on cardboard,1999.363.16,1999,On view in Gallery 907,,,,,
Sam Francis,American,1923,1994,Blue Balls V,1962,Oil on canvas,"2,011.53",2011,Not on view,,,,,
Sam Gilliam,American,1933,Null,Leah's Renoir,1979,Acrylic on canvas with collage sections,"1,979.212",1979,Not on view,,,,,
Sam Gilliam,American,1933,Null,Whirlirama,1970,Acrylic on canvas,"2,014.441",2014,Not on view,,,,,
Sam Messer,American,1955,Null,Still Life with Two Figures,1984,Oil on canvas,1985.450.2,1985,Not on view,,,,,
Sam Messer,American,1955,Null,Yo Taplitz,1989,Oil on canvas,"1,992.213",1992,Not on view,,,,,
Samuel Halpert,American,1884,1930,Notre Dame/ ,1925,Oil on canvas,38.34,1938,Not on view,,,,,
Samuel Halpert,American,1884,1930,The Flatiron Building,1919,Oil on canvas,"1,981.36",1981,Not on view,,,,,
Samuel Halpert,American,1884,1930,Interior,1917,Oil on canvas,"1,993.407",1993,Not on view,,,,,
Samuel Halpert,American,1884,1930,The Red Tablecloth,1915,Oil on canvas,"1,994.394",1994,Not on view,,,,,
