Robert Laurent,(American (born France)/ Concarneau 1890–1970 Cape Neddick/ Maine),Singer,1939,41.178.7,N,
Stanislav Libensky,(Czech/ 1921–2002),Vestment II,1997,1999.91,N,
Michael Geersten,(Danish/ born Nakskov 1966),Standing Black Object No. 4,2009,2012.56,N,
Abram Belskie,(American/ born 1907),The Goddess of Art,,54.139.1/2,N,
Reuben Nakian,(American/ College Point/ New York 1897–1986 Stamford/ Connecticut),Europa and the Bull/ with Cupid,1955,1984.555,N,
Dorothy Doughty,(British/ 1893–1963),Bird (male mockingbird),1942,63.214.1,N,
Anthony de Francisci,(American/ 1887–1964),The William Lawrence Saunders Award of the AIMME,1922–27,27.81,N,
Dan Flavin,(American/ New York 1933–1996 Riverhead/ New York),The Diagonal of May 25/ 1963 (To Robert Rosenblum),1963,1974.373.5,N,
Joseph Maxwell Miller,(American/ Baltimore/ Maryland 1877–1933),Jubilee of Cardinal Gibbons' Priesthood,1911,11.180.1/2,N,
Joel Shapiro,(American/ born New York/ 1941),Untitled,2000–2001,2001.201,915,
Giorgio de Chirico,(Italian (born Greece)/ Vólos 1888–1978 Rome ),Horse, 1937,50.172,N,
Ewen Henderson,(British/ 1934–2000),Turning Landscape,1997,1998.302,N,
Michael Lekakis,(American/ New York 1907–1987 New York),Eros Psyche,1959–63,2010.504a-d,N,
Philip Grausman,(American/ born 1935),Isabel,1983,1987.253,N,
Paul Manship,(American/ St. Paul/ Minnesota 1885–1966 New York),Little Brother,1912; cast probably 1914–17,1984.535,774,
Ivan Méstrovíc,(American (born Croatia)/ Vrpolje 1883–1962 South Bend/ Indiana),SOCRATES DISCUSSING WITH HIS DISCIPLES / THE PHILOSOPHER IN THE GRIP OF INSPIRATION,1954,55.34.2,N,
Frank Gallo,(American/ born 1933),The Critic,1964,1986.360,N,
Alexander Archipenko,(American (born Ukraine)/ Kiev 1887–1964 New York),Standing Female Nude,1921,1984.433.27,N,
George Dudding,(American/ born 1953),Broken Field,1987,1988.7.1,N,
Dorothy Doughty,(British/ 1893–1963),Bird (male Magnolia Warbler),1949,61.253.1,N,
Boris Lovet-Lorski,(American/ 1894–1973),Ariadne,1937–38,52.151,N,
Zoltan Kemeny,(Swiss (born Hungary) 1907–1965),Materies,1958,1985.444,N,
Arthur Lee,(American (born Norway)/ Trondheim 1881–1961 Newtown/ Connecticut),Volupté,1915,24.239,774,
Malvina Cornell Hoffman,(American/ New York 1885–1966 New York),Liberian Dancer, 1937,68.131.1a,N,
Dale Chihuly,(American/ born 1941),Verdant Green Black Macchia with Sulphur Lip Wrap,2007,2007.374.5,N,
Gaston Lachaise,(American (born France) 1882–1935),Plate with Profile Head, 1904–5,68.91.4,N,
Lucas Samaras,(American (born Greece)/ Kastoria/ 1936),Untitled,1966,2014.40.3,N,
Charles Rudy,(American/ York/ Pennsylvania 1904–1986 Doylestown/ Pennsylvania),MEDALS,1958,59.113.1/2,N,
Garth Evans,(British/ born 1934),Canal/ Number 43,1983,1987.474,N,
Herbert Haseltine,(American (born Italy)/ Rome 1877–1962 Paris),Percheron Stallion:  Rhum,1922 –24;  cast 1925,26.160.1,774,
Michelangelo Pistoletto,(Italian/ born 1933),Slanting Mirror,1975–78,1989.250ab,N,
Isabel Burke Coll,(American/ born 1906),Mr. and Mrs. Murphy,1944,47.88.1,N,
Luis Jiménez,(American/ 1940–2006),Sodbuster/ San Isidro,1983,1984.403,N,
Harriet Whitney Frishmuth,(American/ Philadelphia/ Pennsylvania 1880–1980 Waterbury/ Connecticut),Slavonic Dancer,1921,23.106.3,774,
Alberto Giacometti,(Swiss/ Borgonovo 1901–1966 Chur),Tall Figure,1947,2002.456.111,N,
Lucas Samaras,(American (born Greece)/ Kastoria/ 1936),Untitled (Floorpiece),1961,2014.40.1a–p,N,
George L. Thompson,(American/ born Nebraska/ 1913),Cathedral, 1954,59.136.12,N,
Elie Nadelman,(American (born Poland)/ Warsaw 1882–1946 Riverdale/ New York),Figure, 1935–46,1970.127.13,N,
Henri Matisse,(French/ Le Cateau-Cambrésis 1869–1954 Nice),Nude Seated on a Sofa,1924,2002.456.120,N,
Dorothy Doughty,(British/ 1893–1963),Bird (female Magnolia Warbler),1949,61.253.2,N,
Reuben Nakian,(American/ College Point/ New York 1897–1986 Stamford/ Connecticut),Satyr, 1950,1984.544.1,N,
Jacques Lipchitz,(American (born Lithuania)/ Druskininkai 1891–1973 Capri),Study for Ploumanach,1926,1974.374,N,
Joseph Cornell,(American/ Nyack/ New York 1903–1972 Flushing/ New York),Untitled (Pharmacy),1952–53,2006.32.12,N,
Maurice Sterne,(American/ 1878–1957),The Bomb-Thrower,1910;  revised 1914,22.97,N,
Tom Allen/ Jr.,(American),Pro Vita, 1970,1971.55.1/2,N,
Stanley William Hayter,(British/ London 1901–1988 Paris),Mirror,1941,1980.579.1,N,
William W. Swallow,(American/ born 1912),As the Earth Sings - Pennsylvania Dutch Family,1942,42.182,N,
Elie Nadelman,(American (born Poland)/ Warsaw 1882–1946 Riverdale/ New York),Standing Female, 1908,1975.426,772,
Carl Paul Jennewein,(American (born Germany) 1890–1978),Head of a girl,1935,36.18,N,
John Ahearn,(American/ born Binghamton/ New York/ 1951),Bernice,1981,1988.417.4,N,
Sopheap Pich,(born Battambang/ Cambodia 1971),Rattanakiri Valley Drip,2012,2013.989,N,
Gaston Lachaise,(American (born France) 1882–1935),Maquette for Dolphin Fountain, 1924,1997.261,N,
Dorothy Doughty,(British/ 1893–1963),Apple Blossoms,1942,63.214.15,N,
Dale Chihuly,(American/ born 1941),Black Basket Set with Carmine Lip Wraps,2006,2007.374.4a/ b,N,
Jim Dine,(American/ born Cincinnati/ Ohio/ 1935),Untitled (Head),1959,2007.534,N,
Louise Nevelson,(American (born Ukraine)/ Kiev 1899–1988 New York),Black Crescent,1971,1972.220.1-49,N,
Hugo Robus,(American/ 1885–1964),Meditating Girl,1958; cast possibly 1959,1990.201,N,
Timothy Woodman,(American/ born 1952),Orpheus and Eurydice,1983,1983.458,N,
Robert Willson,(American/ Mertzon/ Texas 1912–2000 San Antonio/ Texas),"Texas Beach",1992,2001.660,N,
Michael Powolny,(Austrian/ Judenburg 1871–1954 Vienna),Spring, 1907,1975.72.1a-c,N,
John Henry Bradley Storrs,(American/ Chicago/ Illinois 1885–1956 Château de Chantecaille/ France),Forms in Space No. 1, 1927,67.238,902,
Joseph Cornell,(American/ Nyack/ New York 1903–1972 Flushing/ New York),Untitled (to Leo Lerman), 1951,2003.275,N,
Dorothy Doughty,(British/ 1893–1963),Bird (kinglet),1951,63.214.13,N,
Jo Davidson,(American/ 1883–1952),James Joyce,1929/ cast 1930 or after,1982.511.7,N,
Betty Woodman,(American/ born Norwalk/ Connecticut/ 1930),The Ming Sisters,2003,2003.413a–c,N,
Garrick Dolberg,(American/ born 1952),Pyramid,1980,1982.26.2,N,
Henri Matisse,(French/ Le Cateau-Cambrésis 1869–1954 Nice),Madeleine II,1903,2002.456.115,N,
Michael Heizer,(American/ born Berkeley/ California/ 1944),Guennette,1977–78,1979.187a-k,N,
Edward Francis McCartan,(American/ 1879–1947),Diana,1923,23.106.1,769,
Gifford MacGregor Proctor,(American/ New York 1912–2006 Wilton/ Connecticut),Medal,1953,53.148.1,N,
Antoine Pevsner,(French (born Russia) 1886–1962),Column of Peace,1954,1981.326,N,
Richard Stankiewicz,(American/ Philadelphia/ Pennsylvania 1922–1983 Huntington/ Massachusetts),Fish Lurking,1958,2006.32.59,N,
Anita Weschler,(American/ born 1914),Victory Ball,1951,1982.43,N,
Peter Dalton,(American/ 1894–1972),TO DWELL TOGETHER IN UNITY BEHOLD HOW GOOD AND HOW PLEASANT IT IS FOR BRETHREN / THEY SHALL BEAT THEIR SWORDS INTO PLOUGHSHARES,1953,54.13.1,N,
Henri Matisse,(French/ Le Cateau-Cambrésis 1869–1954 Nice),Three Bathers,1906–7,2002.456.117,N,
Raymond Mason,(British/ 1922–2010),Small Crowd,1963,2002.456.113,N,
Marianna von Allesch,(American (born Germany)/ Ingolstadt 1886–1972 New York),GAMELANG, 1947,48.46.1,N,
Tony Smith,(American/ 1912–1980),Amaryllis,1965,1986.432a/ b,N,
Terry Adkins,(American/ 1953–2014),High Point,1993,1994.320a-j,N,
Robert Smithson,(American/ Passaic/ New Jersey 1938–1973 Amarillo/ Texas),Mirrored Ziggurat,1966,1986.272a-e,N,
Lucas Samaras,(American (born Greece)/ Kastoria/ 1936),Box #10,1963,2014.40.2a–g,N,
Magdalena Abakanowicz,(Polish/ 1930),Androgyne III,1985,1986.221a/b,N,
Anna Hyatt Huntington,(American/ Cambridge/ Massachusetts 1876–1973 Redding/ Connecticut),AFRICAN ANIMALS,1943,43.65.1/2,N,
Malvina Cornell Hoffman,(American/ New York 1885–1966 New York),Bacchanale Russe,1912,50.145.40,774,
Frederick Kiesler,(American (born Austria)/ Vienna 1890–1965 New York),Winged Victory, 1951,1983.200,N,
Ron Nagle,(American/ born San Francisco/ 1939),Watermelon,1983,1998.533.2,N,
Manuel Rivera,(Spanish/ 1927–1995),Metamorphosis (Bewitchment),1961,2002.456.123,N,
Nancy Fried,(American/ born 1945),The Blindfold was her Lover,1996,1997.506,N,
Reuben Nakian,(American/ College Point/ New York 1897–1986 Stamford/ Connecticut),Garden of the Gods I,1979–80,1987.102ab,N,
Gerhard Henning,(Danish/ 1880–1967),Weeping Faun,1909,23.114.4ab,N,
Anthony de Francisci,(American/ 1887–1964),Creation,1935,35.133.1/2,N,
Malvina Cornell Hoffman,(American/ New York 1885–1966 New York),The Brotherhood of Man,1955,55.149.1/2,N,
José de Creeft,(American (born Spain)/ Guadalajara 1884–1982 New York),Maternity,1923,42.171,N,
Peter Dalton,(American/ 1894–1972),TO DWELL TOGETHER IN UNITY BEHOLD HOW GOOD AND HOW PLEASANT IT IS FOR BRETHREN / THEY SHALL BEAT THEIR SWORDS INTO PLOUGHSHARES,1953,54.13.2,N,
Joseph Cornell,(American/ Nyack/ New York 1903–1972 Flushing/ New York),Penny Arcade Machine,1950,2006.32.11,N,
Christopher Wilmarth,(American/ Sonoma/ California 1943–1987 Brooklyn/ New York),Panoply,1967–69,2013.577a–d,N,
